,urlDrugName,rating,effectiveness,condition,sideEffects
1490,imitrex,9,Highly Effective,migraine headaches,Mild Side Effects
1491,adderall-xr,9,Considerably Effective,attention deficit disorder (inattentive type),No Side Effects
1492,zocor,9,Highly Effective,high cholesterol,No Side Effects
1493,zyban,10,Highly Effective,smoking cessation,Mild Side Effects
1494,lamictal,8,Considerably Effective,bipolar,Mild Side Effects
1495,neurontin,2,Ineffective,chronic pelvic pain,Moderate Side Effects
1496,synthroid,10,Highly Effective,underactive thyroid,No Side Effects
1497,zyban,8,Considerably Effective,smoking cessation,Mild Side Effects
1498,flonase,8,Considerably Effective,sinus allergy,Mild Side Effects
1499,flexeril,9,Considerably Effective,inflamed neck muscles,Mild Side Effects
1500,zoloft,7,Considerably Effective,depression,Moderate Side Effects
1501,lipitor,10,Highly Effective,high cholestral,No Side Effects
1502,provigil,8,Considerably Effective,daytime drowsiness,Mild Side Effects
1503,allegra,10,Highly Effective,poison ivy,No Side Effects
1504,propecia,8,Considerably Effective,hair loss,No Side Effects
1505,vicodin,7,Highly Effective,molar extraction,Moderate Side Effects
1506,spironolactone,6,Considerably Effective,hormonal acne,Moderate Side Effects
1507,wellbutrin-sr,10,Highly Effective,depression,No Side Effects
1508,polymyxin-b,10,Considerably Effective,conjunctivitis,No Side Effects
1509,metrogel,7,Considerably Effective,rosecea on the face,No Side Effects
1510,benicar-hct,9,Considerably Effective,high blood pressue --  diuretic,No Side Effects
1511,prozac,10,Highly Effective,depression,Mild Side Effects
1512,prednisone,3,Considerably Effective,pneumonia with associated cough,Severe Side Effects
1513,renova,10,Highly Effective,facial skin,Mild Side Effects
1514,dispermox,1,Ineffective,sinus infection,Severe Side Effects
1515,vicodin,4,Moderately Effective,surgery recovery,Severe Side Effects
1516,actonel,1,Ineffective,osteoporosis,Severe Side Effects
1517,propecia,1,Ineffective,hair loss,Severe Side Effects
1518,seasonique,9,Highly Effective,birth control,Moderate Side Effects
1519,nuvaring,1,Highly Effective,birth control,Severe Side Effects
1520,prilosec,9,Considerably Effective,acid reflux,Mild Side Effects
1521,retin-a,8,Considerably Effective,"skin agind, sun damage",Moderate Side Effects
1522,effexor,1,Ineffective,depression,Extremely Severe Side Effects
1523,adipex-p,8,Considerably Effective,weight,Mild Side Effects
1524,seasonique,2,Highly Effective,birth control,Severe Side Effects
1525,cymbalta,7,Considerably Effective,depression,No Side Effects
1526,prempro,10,Highly Effective,menopause,No Side Effects
1527,proloprim,9,Highly Effective,acne,Mild Side Effects
1528,augmentin,8,Considerably Effective,earache/sinusitis,Mild Side Effects
1529,serzone,3,Marginally Effective,depression,Severe Side Effects
1530,humira,9,Highly Effective,rheumatoid arthritis,Mild Side Effects
1531,accolate,1,Ineffective,capsuar contracture of breast implant,No Side Effects
1532,cardura,8,Considerably Effective,problems with my prostate,No Side Effects
1533,paxil-cr,4,Moderately Effective,depression,Moderate Side Effects
1534,lumigan,10,Highly Effective,o increase length and fullness of eyelashes,Mild Side Effects
1535,meridia,7,Highly Effective,obesity,Mild Side Effects
1536,oxycodone,9,Highly Effective,scoliosis,Moderate Side Effects
1537,tetracycline,5,Considerably Effective,acne,Moderate Side Effects
1538,lexapro,8,Considerably Effective,depression,No Side Effects
1539,elavil,10,Highly Effective,insomnia,Mild Side Effects
1540,nuvaring,3,Highly Effective,i kept getting pregnant. no more stairs.... please,Extremely Severe Side Effects
1541,paxil,8,Considerably Effective,anxiety,Moderate Side Effects
1542,prozac,7,Considerably Effective,depression,Mild Side Effects
1543,retin-a-micro,10,Highly Effective,wrinkles,Mild Side Effects
1544,crestor,10,Highly Effective,high cholesterol,No Side Effects
1545,progesterone,10,Highly Effective,"severe stomach pains, dizziness",No Side Effects
1546,tazorac,6,Moderately Effective,facial acne,Moderate Side Effects
1547,flonase,7,Considerably Effective,runny nose/ allergies,No Side Effects
1548,allegra,8,Considerably Effective,allergies,No Side Effects
1549,coreg,10,Highly Effective,heart,No Side Effects
1550,biaxin,8,Highly Effective,sinus infection,Moderate Side Effects
1551,retin-a,10,Highly Effective,acne,Mild Side Effects
1552,dapsone,8,Highly Effective,dermatitis herpetiformis,Moderate Side Effects
1553,armour-thyroid,8,Considerably Effective,thyroid goiter,Moderate Side Effects
1554,renova,10,Considerably Effective,"aging skin, few break-outs, hyperpigmentation",No Side Effects
1555,lamisil,10,Highly Effective,athletes foot,No Side Effects
1556,wellbutrin,8,Considerably Effective,depression,Mild Side Effects
1557,nuvaring,7,Considerably Effective,acne and birth control,Mild Side Effects
1558,augmentin,6,Highly Effective,klebsiella pneumonia infection,Mild Side Effects
1559,oxycodone,9,Highly Effective,chronic pain from degenerative lumbar disc disease,Mild Side Effects
1560,cymbalta,8,Considerably Effective,fibromyalgia,Mild Side Effects
1561,ativan,9,Considerably Effective,sleep disorder/anxiety,No Side Effects
1562,adderall,5,Considerably Effective,depression,Moderate Side Effects
1563,prednisolone,1,Highly Effective,r/a,Severe Side Effects
1564,cyproheptadine,3,Considerably Effective,"allergy, runny nose, hay fever",Severe Side Effects
1565,maxalt,9,Highly Effective,migraine,No Side Effects
1566,cipro,1,Ineffective,prostate procedure,Extremely Severe Side Effects
1567,cozaar,10,Highly Effective,high blood pressure,No Side Effects
1568,ritalin,10,Highly Effective,adult add,Mild Side Effects
1569,lunesta,10,Highly Effective,insomnia,No Side Effects
1570,trazodone,10,Highly Effective,problem staying asleep,Mild Side Effects
1571,zofran,5,Highly Effective,nausea,Mild Side Effects
1572,ambien,7,Moderately Effective,insomnia,Mild Side Effects
1573,lexapro,8,Considerably Effective,depression and anxiety,Mild Side Effects
1574,lamictal,8,Considerably Effective,bipolar ii,Mild Side Effects
1575,aromasin,9,Considerably Effective,breast cancer,No Side Effects
1576,elidel,6,Moderately Effective,eczema,No Side Effects
1577,oxycodone,6,Considerably Effective,pain,Moderate Side Effects
1578,diflucan,3,Moderately Effective,yeast infection,Moderate Side Effects
1579,flexeril,7,Considerably Effective,back pain,Moderate Side Effects
1580,paxil,8,Highly Effective,depression and anxiety.,Moderate Side Effects
1581,zoloft,7,Highly Effective,depression/anxiety,Moderate Side Effects
1582,albuterol,9,Highly Effective,asthma,Mild Side Effects
1583,chantix,10,Highly Effective,qit smoking,No Side Effects
1584,methadone,6,Highly Effective,opiod addiction,Mild Side Effects
1585,prednisone,2,Highly Effective,cornea transplant rejection,Extremely Severe Side Effects
1586,vyvanse,9,Highly Effective,inattention  and disorganization,No Side Effects
1587,propecia,1,Marginally Effective,thinning hair,Extremely Severe Side Effects
1588,neurontin,6,Moderately Effective,"low back pain, radiating to left leg",Mild Side Effects
1589,benicar,8,Moderately Effective,hypertension/high blood pressure,Mild Side Effects
1590,paxil,3,Moderately Effective,depression/anxiety/ptsd,Severe Side Effects
1591,glucophage,8,Considerably Effective,elevated glucose,Mild Side Effects
1592,lamotrigine,9,Highly Effective,bipolar disorder,Mild Side Effects
1593,toradol,8,Considerably Effective,pain after dental surgery,Moderate Side Effects
1594,lexapro,2,Considerably Effective,depression,Moderate Side Effects
1595,lidex,7,Considerably Effective,dermatitis,No Side Effects
1596,paxil,4,Considerably Effective,panic attack and anxiety,Moderate Side Effects
1597,retin-a,8,Highly Effective,acne,Moderate Side Effects
1598,nexium,10,Highly Effective,acid reflux,No Side Effects
1599,effexor-xr,9,Highly Effective,major depression,No Side Effects
1600,prevacid,1,Ineffective,indigestion,Extremely Severe Side Effects
1601,synthroid,10,Considerably Effective,hypthyroidsim,No Side Effects
1602,retin-a,8,Moderately Effective,adult acne,Mild Side Effects
1603,pristiq,7,Highly Effective,migraine headaches,Moderate Side Effects
1604,duac,3,Ineffective,"skin probles - acne, balckheads",No Side Effects
1605,diclofenac,6,Highly Effective,pinched nerve from bulging disc & disseminated pai,Moderate Side Effects
1606,seroquel,8,Considerably Effective,bipolar/raciness/insomnia,Moderate Side Effects
1607,levoxyl,8,Considerably Effective,hypothyroidism,Moderate Side Effects
1608,valtrex,10,Highly Effective,herpes,Mild Side Effects
1609,klonopin,7,Moderately Effective,anxiety,Moderate Side Effects
1610,concerta,8,Highly Effective,addh,Moderate Side Effects
1611,estratest,10,Highly Effective,menopausal symptoms,Mild Side Effects
1612,vicodin,7,Highly Effective,pain from broken arm,Moderate Side Effects
1613,mobic,9,Considerably Effective,arthritis,No Side Effects
1614,keppra,10,Highly Effective,simple partial seizure,Mild Side Effects
1615,lipitor,7,Highly Effective,high blood pressure,Mild Side Effects
1616,minoxidil,9,Highly Effective,hair loss,Mild Side Effects
1617,lamotrigine,7,Highly Effective,major depression,Moderate Side Effects
1618,citalopram,9,Considerably Effective,depression,Mild Side Effects
1619,motrin,10,Highly Effective,back stiffness,No Side Effects
1620,renova,6,Marginally Effective,wrinkles,Mild Side Effects
1621,yasmin,1,Considerably Effective,birth control,Extremely Severe Side Effects
1622,armour-thyroid,10,Highly Effective,hypothyriodism--hashimoto's thyroiditis,No Side Effects
1623,paxil,10,Highly Effective,depression,No Side Effects
1624,flonase,9,Highly Effective,seasonal allergies,Mild Side Effects
1625,wellbutrin-xl,10,Highly Effective,depression,No Side Effects
1626,lamotrigine,3,Marginally Effective,"borderline personality disorder, bi polar",Severe Side Effects
1627,spironolactone,8,Highly Effective,pcos,Mild Side Effects
1628,norvasc,10,Highly Effective,blood pressure,No Side Effects
1629,imitrex,10,Highly Effective,migraine headaches,No Side Effects
1630,biaxin,10,Highly Effective,sinus infection with smelly nasal discharge,Mild Side Effects
1631,seroquel,8,Considerably Effective,anxiety/mild ptsd,Moderate Side Effects
1632,benzaclin,8,Considerably Effective,acne,Moderate Side Effects
1633,xanax,10,Highly Effective,tension and anxiety,No Side Effects
1634,byetta,8,Considerably Effective,diabetes type ii,Mild Side Effects
1635,diclofenac,7,Considerably Effective,illiotibital tibital syndrom,Mild Side Effects
1636,zomig,8,Considerably Effective,cluster headache,Moderate Side Effects
1637,doxycycline,9,Highly Effective,gonorrhea,No Side Effects
1638,prinivil,10,Highly Effective,high blood pressure,No Side Effects
1639,ambien,10,Highly Effective,insomnia,Mild Side Effects
1640,nuvaring,8,Highly Effective,contraception,No Side Effects
1641,lexapro,7,Considerably Effective,depression/anxiety,Moderate Side Effects
1642,diovan,8,Considerably Effective,high blood pressure,Moderate Side Effects
1643,proquin-xr,5,Moderately Effective,chest infections,Moderate Side Effects
1644,cozaar,9,Highly Effective,blood pressure,No Side Effects
1645,protonix,9,Highly Effective,sore throat/dryness,Mild Side Effects
1646,omnicef,2,Highly Effective,sinusitis,Severe Side Effects
1647,neurontin,8,Considerably Effective,insomnia due to peri-menopause,No Side Effects
1648,adipex-p,10,Highly Effective,weightloss,Extremely Severe Side Effects
1649,plavix,10,Considerably Effective,r.a.,No Side Effects
1650,nexium,5,Considerably Effective,burning feeling in throat and chest,Severe Side Effects
1651,clindamycin,7,Considerably Effective,staph infection,Moderate Side Effects
1652,tramadol,5,Considerably Effective,lower back pain and migraine,Mild Side Effects
1653,differin,10,Considerably Effective,acne,No Side Effects
1654,augmentin,1,Ineffective,sinus infection,Severe Side Effects
1655,penlac,1,Ineffective,toe nail fungus,No Side Effects
1656,hydrocodone-and-acetaminophen,9,Considerably Effective,cervical spondylosis,Mild Side Effects
1657,hyzaar,7,Considerably Effective,high blood pressure,Moderate Side Effects
1658,minocycline,8,Considerably Effective,severe acne,Mild Side Effects
1659,premarin,10,Highly Effective,post menapause symptoms,No Side Effects
1660,lipitor,8,Considerably Effective,high cholesterol,No Side Effects
1661,propranolol,9,Highly Effective,performance anxiety / social anxiety,Mild Side Effects
1662,aciphex,10,Highly Effective,acid reflux,No Side Effects
1663,cymbalta,9,Highly Effective,depression,Mild Side Effects
1664,claritin,9,Highly Effective,seasonal allergies,No Side Effects
1665,avelox,1,Ineffective,sinus infection,Extremely Severe Side Effects
1666,doryx,8,Highly Effective,acne,Mild Side Effects
1667,neurontin,7,Considerably Effective,"nerve condition, burning in legs and aching feet",Moderate Side Effects
1668,doryx,6,Moderately Effective,acne,Mild Side Effects
1669,fosamax,1,Ineffective,early onset osteoporosis,Severe Side Effects
1670,ventolin-hfa,10,Highly Effective,asthma,No Side Effects
1671,topamax,1,Considerably Effective,severe headaches,Extremely Severe Side Effects
1672,prilosec,4,Moderately Effective,gerd,No Side Effects
1673,neurontin,3,Marginally Effective,neuropathic pain from botched surgery,Extremely Severe Side Effects
1674,nasacort,9,Highly Effective,perenniel rhinitis,No Side Effects
1675,erythra-derm,10,Highly Effective,acne,No Side Effects
1676,bisoprolol,10,Highly Effective,palpitations,No Side Effects
1677,tri-luma,4,Ineffective,hyperpigmentation all over face,Mild Side Effects
1678,doryx,1,Ineffective,acne,Moderate Side Effects
1679,accutane,8,Highly Effective,acne,Moderate Side Effects
1680,lamictal,10,Highly Effective,bipolar depression,No Side Effects
1681,seasonique,1,Ineffective,birth control,Extremely Severe Side Effects
1682,differin,6,Marginally Effective,acne,No Side Effects
1683,diazepam,3,Marginally Effective,depression,Moderate Side Effects
1684,imitrex,10,Highly Effective,migraine,No Side Effects
1685,diclofenac,7,Considerably Effective,illiotibital tibital syndrom,Mild Side Effects
1686,nuvaring,1,Highly Effective,birth control,Extremely Severe Side Effects
1687,retin-a,2,Marginally Effective,acne,Mild Side Effects
1688,asacol,7,Highly Effective,ulcerative cholitis,No Side Effects
1689,effexor,8,Highly Effective,depression and anxiety,Moderate Side Effects
1690,minocycline,6,Moderately Effective,acne,Moderate Side Effects
1691,spironolactone,9,Highly Effective,acne,Mild Side Effects
1692,lexapro,7,Considerably Effective,"anxiety, depression",Moderate Side Effects
1693,sarafem,4,Marginally Effective,depression,Moderate Side Effects
1694,nuvigil,10,Highly Effective,originally sleep apnea,No Side Effects
1695,lamotrigine,2,Moderately Effective,depression/anxiety,Extremely Severe Side Effects
1696,lamictal,3,Moderately Effective,bipolar depression,Severe Side Effects
1697,tramadol,1,Moderately Effective,severe pain,Severe Side Effects
1698,xanax,10,Highly Effective,panic attacks,Mild Side Effects
1699,metrogel,8,Considerably Effective,rosacea,No Side Effects
1700,inderal,9,Considerably Effective,essential tremor,No Side Effects
1701,plavix,7,Highly Effective,strokes,Moderate Side Effects
1702,augmentin,1,Ineffective,ear infection,Severe Side Effects
1703,ultram,10,Highly Effective,rheumatoid arthritis,Mild Side Effects
1704,naproxen,3,Ineffective,juvenile idiopathic arthritis,Moderate Side Effects
1705,metformin,8,Considerably Effective,none,Mild Side Effects
1706,sulfasalazine,10,Highly Effective,ulcerative colitis,No Side Effects
1707,protonix,1,Ineffective,gastrointestinal disorder,Extremely Severe Side Effects
1708,tamiflu,10,Highly Effective,family flu outbreak,No Side Effects
1709,celebrex,1,Considerably Effective,arthritis pain,Extremely Severe Side Effects
1710,yasmin,8,Highly Effective,birth control,No Side Effects
1711,hyoscyamine,9,Considerably Effective,irritable bowel syndrome,No Side Effects
1712,sarafem,10,Highly Effective,depression,No Side Effects
1713,lexapro,6,Marginally Effective,depression,No Side Effects
1714,ortho-tri-cyclen,9,Highly Effective,contraceptive,Mild Side Effects
1715,accutane,6,Highly Effective,acne,Moderate Side Effects
1716,propecia,9,Highly Effective,male pattern hair loss,Mild Side Effects
1717,flexeril,8,Highly Effective,sever muscle spasms lower back,Severe Side Effects
1718,tri-luma,5,Moderately Effective,facial hyperpigmentation,Moderate Side Effects
1719,imitrex,5,Highly Effective,migraine,Moderate Side Effects
1720,botox,8,Highly Effective,"wrinkles, furrows",Mild Side Effects
1721,zomig,10,Highly Effective,migraine,Mild Side Effects
1722,emsam,9,Considerably Effective,depression,No Side Effects
1723,vyvanse,10,Highly Effective,adhd,No Side Effects
1724,flexeril,8,Considerably Effective,migaine/tension headches,Mild Side Effects
1725,anafranil,9,Considerably Effective,ocd,Mild Side Effects
1726,ambien,1,Ineffective,not sleeping,Severe Side Effects
1727,alprazolam,10,Highly Effective,panic disorder,No Side Effects
1728,vivelle-dot,10,Highly Effective,hormone replacement,No Side Effects
1729,climara,10,Highly Effective,menopausal,Mild Side Effects
1730,botox,9,Highly Effective,facial lines,Mild Side Effects
1731,neurontin,8,Considerably Effective,depression,Moderate Side Effects
1732,evista,9,Moderately Effective,atypical breast biopsy,Severe Side Effects
1733,chantix,8,Considerably Effective,smoking ceasation,Moderate Side Effects
1734,femhrt,5,Moderately Effective,menopause,Moderate Side Effects
1735,requip,8,Considerably Effective,restless leg syndrome,No Side Effects
1736,prozac,8,Considerably Effective,anxiety,Mild Side Effects
1737,zoloft,5,Highly Effective,post partum anxiety/ depression,Moderate Side Effects
1738,ultram,10,Highly Effective,fibromyalgia,No Side Effects
1739,xanax,10,Highly Effective,anxiety,Mild Side Effects
1740,claritin,5,Moderately Effective,allergies,Mild Side Effects
1741,benadryl,7,Considerably Effective,allergic reaction,Severe Side Effects
1742,skelaxin,7,Considerably Effective,neck & arm muscle spasms,Mild Side Effects
1743,differin,8,Considerably Effective,redness,Moderate Side Effects
1744,zoloft,9,Moderately Effective,pmd,Mild Side Effects
1745,restoril,8,Moderately Effective,insomnia,No Side Effects
1746,diflucan,3,Marginally Effective,candida caused yeast infection,No Side Effects
1747,neurontin,10,Highly Effective,chronic pain,Moderate Side Effects
1748,adderall-xr,9,Considerably Effective,adhd,Mild Side Effects
1749,retin-a,3,Marginally Effective,acne,Moderate Side Effects
1750,zofran,10,Highly Effective,nausea,No Side Effects
1751,paxil,10,Considerably Effective,anxiety,Mild Side Effects
1752,meridia,8,Highly Effective,weight loss,Mild Side Effects
1753,acyclovir,10,Considerably Effective,shingles,No Side Effects
1754,abilify,10,Highly Effective,depression/anxiety,No Side Effects
1755,minocycline,3,Marginally Effective,acne,No Side Effects
1756,omnicef,1,Ineffective,strep throat,Extremely Severe Side Effects
1757,remeron,8,Highly Effective,ibs/anxiety,Mild Side Effects
1758,prozac,9,Highly Effective,depression,Mild Side Effects
1759,prinivil,9,Highly Effective,hypertension,Mild Side Effects
1760,nexium,8,Considerably Effective,acute peptic ulcer,No Side Effects
1761,elidel,8,Considerably Effective,rashes,No Side Effects
1762,omnicef,2,Considerably Effective,strep throat,Severe Side Effects
1763,proair-hfa,8,Considerably Effective,asthma flares,No Side Effects
1764,flexeril,8,Highly Effective,muscle spasms,Moderate Side Effects
1765,differin,7,Considerably Effective,acne,Mild Side Effects
1766,prevacid,5,Considerably Effective,acid reflux,Moderate Side Effects
1767,vyvanse,8,Highly Effective,add,Severe Side Effects
1768,effexor-xr,9,Highly Effective,depression/anxiety,Mild Side Effects
1769,wellbutrin-xl,8,Moderately Effective,depression,Mild Side Effects
1770,coreg,6,Considerably Effective,heart,Moderate Side Effects
1771,nexium,8,Considerably Effective,heart burn,No Side Effects
1772,kenalog,2,Ineffective,acne,Moderate Side Effects
1773,zithromax,1,Ineffective,bronchitis,No Side Effects
1774,adderall,9,Considerably Effective,attention deficit disorder,Moderate Side Effects
1775,niaspan,8,Highly Effective,high lpa,Moderate Side Effects
1776,protonix,7,Moderately Effective,gerd,Mild Side Effects
1777,elavil,10,Highly Effective,migraines,Mild Side Effects
1778,metformin,7,Considerably Effective,diabetes,No Side Effects
1779,tramadol,8,Considerably Effective,collar bone injury,Moderate Side Effects
1780,premarin,10,Highly Effective,hrt,No Side Effects
1781,strattera,1,Ineffective,adhd,Extremely Severe Side Effects
1782,effexor,5,Moderately Effective,depression,Moderate Side Effects
1783,tramadol,10,Highly Effective,post-surgical pain,Mild Side Effects
1784,retin-a,7,Considerably Effective,aging skin,Moderate Side Effects
1785,retin-a,8,Considerably Effective,sun damage to skin,Mild Side Effects
1786,citalopram,9,Highly Effective,insomnia,Mild Side Effects
1787,symbicort,1,Moderately Effective,asthma,Extremely Severe Side Effects
1788,climara,8,Highly Effective,complete hysterectomy,Mild Side Effects
1789,alprazolam,8,Moderately Effective,tinnitus,Mild Side Effects
1790,fluconazole,8,Moderately Effective,rash,Mild Side Effects
1791,evista,3,Ineffective,osteoporosis,Moderate Side Effects
1792,seroquel,10,Highly Effective,schizo-affective disorder,Mild Side Effects
1793,lorazepam,5,Highly Effective,anxiety,Moderate Side Effects
1794,retin-a,10,Highly Effective,acne,Severe Side Effects
1795,flagyl,5,Considerably Effective,tooth abscess,Moderate Side Effects
1796,plavix,7,Considerably Effective,replacement of femoral vein in leg,No Side Effects
1797,percocet,6,Considerably Effective,pain/headaches,Moderate Side Effects
1798,clonazepam,4,Highly Effective,anxiety/insomnia/,Moderate Side Effects
1799,ribavirin,10,Highly Effective,hepatitis c,Severe Side Effects
1800,lexapro,1,Ineffective,depression,Extremely Severe Side Effects
1801,humira,10,Highly Effective,ankylosing spondylitis,No Side Effects
1802,wellbutrin,9,Considerably Effective,depression,Mild Side Effects
1803,lyrica,3,Ineffective,fibromyalgia,Severe Side Effects
1804,avita,7,Considerably Effective,acne,Mild Side Effects
1805,buspar,7,Moderately Effective,anxiety,No Side Effects
1806,wellbutrin-xl,9,Highly Effective,depression,Mild Side Effects
1807,retin-a-micro,8,Considerably Effective,acne,Mild Side Effects
1808,restasis,10,Highly Effective,dry eyes,Mild Side Effects
1809,prempro,2,Marginally Effective,menopausal symptoms,Extremely Severe Side Effects
1810,vicodin,10,Highly Effective,cesarean,No Side Effects
1811,lipitor,10,Highly Effective,high cholesterol,No Side Effects
1812,chantix,2,Considerably Effective,quit smoking,Extremely Severe Side Effects
1813,cipro,1,Ineffective,uti,Severe Side Effects
1814,prometrium,9,Considerably Effective,menopausal symptoms,No Side Effects
1815,lorazepam,10,Highly Effective,"insomnia, anxiety",No Side Effects
1816,asacol,6,Considerably Effective,crohns disease,No Side Effects
1817,zoloft,7,Highly Effective,depression,Moderate Side Effects
1818,provera,7,Considerably Effective,endometrial hyperplasia,Moderate Side Effects
1819,propecia,1,Considerably Effective,hair loss,Extremely Severe Side Effects
1820,remicade,10,Highly Effective,psoriatic arthritis,No Side Effects
1821,maxalt,10,Highly Effective,migraine,Mild Side Effects
1822,singulair,9,Considerably Effective,asthma,No Side Effects
1823,lumigan,4,Considerably Effective,eyelash growth,Moderate Side Effects
1824,retin-a,8,Considerably Effective,"acne, anti-aging",Mild Side Effects
1825,claritin,9,Considerably Effective,indoor allergies,Moderate Side Effects
1826,avita,6,Moderately Effective,aging wrinkles,Mild Side Effects
1827,provera,5,Considerably Effective,heavy menses,Moderate Side Effects
1828,citalopram,2,Marginally Effective,depression/anxiety,Severe Side Effects
1829,wellbutrin,8,Considerably Effective,depression,Moderate Side Effects
1830,yasmin,5,Highly Effective,contraception,Severe Side Effects
1831,innofem,10,Highly Effective,cold chills and hot flashes,No Side Effects
1832,adipex-p,7,Moderately Effective,obesity,Severe Side Effects
1833,mirtazapine,9,Highly Effective,chronic insomnia,Moderate Side Effects
1834,mobic,10,Highly Effective,arthritis,No Side Effects
1835,nuvaring,5,Considerably Effective,pregnancy prevention,Moderate Side Effects
1836,toprol-xl,7,Moderately Effective,high blood pressure and,No Side Effects
1837,locoid-lipocream,3,Ineffective,nummular eczema,No Side Effects
1838,concerta,8,Highly Effective,adhd,Mild Side Effects
1839,mobic,8,Considerably Effective,arthritis pain,Mild Side Effects
1840,zyban,10,Highly Effective,smoking cessation,Mild Side Effects
1841,nuvaring,7,Highly Effective,birth control,Moderate Side Effects
1842,prednisolone,10,Highly Effective,"sle (lupus), rheumatoid arthritis",Mild Side Effects
1843,actonel,10,Considerably Effective,osteoporosis,No Side Effects
1844,propecia,7,Considerably Effective,male pattern baldness,Mild Side Effects
1845,levora,10,Highly Effective,birth control pill,Mild Side Effects
1846,citalopram,7,Moderately Effective,depression,Severe Side Effects
1847,metoprolol,9,Highly Effective,tachacarrdia  rapid heartbeat,No Side Effects
1848,lotronex,9,Considerably Effective,irritable bowel syndrom,No Side Effects
1849,effexor-xr,1,Ineffective,depression,Severe Side Effects
1850,renova,2,Ineffective,wrinkles,Severe Side Effects
1851,topamax,7,Considerably Effective,migraine,Mild Side Effects
1852,trazodone,8,Considerably Effective,hard time getting asleep,Mild Side Effects
1853,celebrex,3,Considerably Effective,arthritis,Severe Side Effects
1854,sumatriptan,10,Highly Effective,maigrains,No Side Effects
1855,tenormin,10,Highly Effective,high blood pressure,No Side Effects
1856,premarin,8,Highly Effective,estrogen replacement therapy,Mild Side Effects
1857,vicodin,10,Highly Effective,pain,No Side Effects
1858,lipitor,10,Highly Effective,high cholesterol,No Side Effects
1859,prempro,10,Highly Effective,"hot flashes, headaches, fatigue, dry vagina",No Side Effects
1860,renova,1,Marginally Effective,anti aging,Moderate Side Effects
1861,nuvaring,8,Highly Effective,irregularity/no babies!,Mild Side Effects
1862,advair-hfa,10,Highly Effective,asthma,No Side Effects
1863,premarin,1,Ineffective,menopause,Extremely Severe Side Effects
1864,zoloft,9,Highly Effective,depression,Mild Side Effects
1865,ampicillin,10,Highly Effective,eye infection,No Side Effects
1866,strattera,7,Considerably Effective,adhd,Mild Side Effects
1867,fosinopril,4,Considerably Effective,high blood pressure,Moderate Side Effects
1868,vicodin,5,Highly Effective,pain management,No Side Effects
1869,dextroamphetamine,9,Highly Effective,add and depression,Mild Side Effects
1870,elmiron,9,Considerably Effective,interstitial cystitis,Mild Side Effects
1871,lasix,7,Considerably Effective,congestive heart failure and edema,Severe Side Effects
1872,prednisone,5,Moderately Effective,pneumonia,Moderate Side Effects
1873,prevacid,10,Highly Effective,acid reflux,No Side Effects
1874,paxil,10,Highly Effective,depression,Mild Side Effects
1875,accutane,8,Considerably Effective,acne,Moderate Side Effects
1876,synthroid,7,Moderately Effective,hypothyroidism,Mild Side Effects
1877,flagyl,2,Marginally Effective,vaginal yeast infection,Severe Side Effects
1878,vyvanse,1,Ineffective,add,Moderate Side Effects
1879,neurontin,10,Highly Effective,neck/shoulder spasms,No Side Effects
1880,tylenol,9,Considerably Effective,muscle strain,No Side Effects
1881,augmentin,10,Highly Effective,bronchial infection,Mild Side Effects
1882,nexium,1,Considerably Effective,"acid reflux, gerd",Severe Side Effects
1883,crestor,8,Moderately Effective,high cholesterol,No Side Effects
1884,biaxin,7,Marginally Effective,strep throat,Mild Side Effects
1885,differin,7,Moderately Effective,acne,Moderate Side Effects
1886,metformin,7,Considerably Effective,pcos,Moderate Side Effects
1887,ambien-cr,8,Highly Effective,insomnia,Moderate Side Effects
1888,chantix,4,Highly Effective,smoking cessation,Severe Side Effects
1889,levitra,8,Highly Effective,erictile dysfunction,No Side Effects
1890,vyvanse,9,Highly Effective,add,Mild Side Effects
1891,micardis,3,Considerably Effective,high blood pressure,Severe Side Effects
1892,nexium,8,Highly Effective,acid reflux,No Side Effects
1893,cipro,1,Ineffective,infection,Moderate Side Effects
1894,zovirax-topical,7,Considerably Effective,shingles,No Side Effects
1895,niacor,3,Ineffective,high cholesterol,Severe Side Effects
1896,erythromycin,3,Highly Effective,possible pertusis,Severe Side Effects
1897,cymbalta,7,Moderately Effective,depression,Moderate Side Effects
1898,chantix,7,Considerably Effective,smoking cessation,Moderate Side Effects
1899,paxil,7,Highly Effective,"ptsd, anxiety, depprssion, obsessive remembering",Moderate Side Effects
1900,cymbalta,10,Highly Effective,peripheral neuropathy,Mild Side Effects
1901,proscar,6,Moderately Effective,alopecia,Mild Side Effects
1902,benicar,9,Considerably Effective,high blood pressure,No Side Effects
1903,strattera,8,Considerably Effective,add,Moderate Side Effects
1904,lexapro,10,Highly Effective,major depression,No Side Effects
1905,synthroid,8,Considerably Effective,hypothyroid,Mild Side Effects
1906,ambien,4,Moderately Effective,sleep deprivation,Moderate Side Effects
1907,glucophage,7,Moderately Effective,diabetes,Moderate Side Effects
1908,zoloft,8,Considerably Effective,depression;,Mild Side Effects
1909,oxazepam,1,Ineffective,temporary anxiety,Extremely Severe Side Effects
1910,seasonique,2,Highly Effective,birth control. prevention of pregnacy,Severe Side Effects
1911,zithromax,8,Considerably Effective,strep throat,No Side Effects
1912,cymbalta,10,Considerably Effective,"depression, anxiety & pain",Mild Side Effects
