rating,urlDrugName,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,combinedReview
8,wellbutrin,Considerably Effective,Moderate Side Effects,depression,"Alleviated depression without lethargy, weight gain, a paradoxical effect, or sexual dysfunction.  Prozac made me suicidally depressed. MAO-Inhibitors like Parnate worked very well for me, except all of my favorite foods were forbidden.  Wellbutrin seemed to be the only antidepressant that lifted me out of my depression, and it had the unanticipated benefit of getting me to quit smoking -- I went from smoking a pack of Camels a day to not smoking.","I often would get pounding headaches, in the front of my skull and at the sides, especially as the day wore on.  I also would feel sick to my stomach early in the day, which would be exacerbated by coffee.  I got tremors. Occasionally I'd get migaines.","I took 2 100 mg of the Wellbutrin, 20mg of Ritalin and a 10 mg of a beta blocker (I can't remember the name) in the morning.  Then at 3 I took the other 200 mg of the Wellbutrin; at night I took the Serzone (before it was yanked from the market) and the Trazodone.  I took a drug holiday from the Ritalin over the weekend, but over the years I eventually increased the dosage to 35mg of Ritalin in the morning.", depression weight gain effect dysfunction prozac parnate wellbutrin be antidepressant depression benefit quit smoking pack day get front skull day feel stomach day be coffee get mg mg ritalin mg beta blocker i remember name morning mg wellbutrin night serzone market trazodone drug holiday ritalin weekend dosage mg ritalin morning
8,prozac,Moderately Effective,Mild Side Effects,depression,Manageability of depression.,Slight weight gain.,Take one pill daily until no longer needed., manageability depression weight gain take pill
8,paxil,Considerably Effective,Mild Side Effects,depression,solved my depression and helped me have an overall better outlook on life.,"Pleasant vivid dreams, night sweats, intermentrual bleeding,numbed other emotions, minor weight gain, unable to fall asleep (but after about 4 months, this didn't happen)","I take 20 mg once a day first thing in the morning, and it no longer keeps me awake late into the night.   I overall would recommend this drug to others.  I take the generic.", depression have outlook life pleasant vivid night bleeding gain fall happen take day thing morning keeps awake night recommend drug take generic
8,amoxil,Considerably Effective,No Side Effects,infected site of oreal surgery,The infection that developed at the site of my oral surgery subsided and this allowed the wound to begin to heal.,None observed.,The oral surgeon prescribed amoxicillin as a preventaitive measure after surgery.  I opted not to take a breaod spectrum antibiotic when there was no infection present.  Within 4 days of surgery it was clear that I did have an infection and filled that prescription. I took 500 mg of amoxicillin 3 times daily and took probiotics at least two hours after each dose of antiobiotics to replace the body's good bacteria.  After a few days the infection cleared.  I finished the whole course as directed., infection site surgery wound begin heal none surgeon measure surgery take breaod spectrum infection present surgery have infection prescription mg dose replace body infection course
8,citalopram,Highly Effective,Moderate Side Effects,depression,"Alleviation of mild depression, effective progressively after 3 weeks of start. Removal of anxiety.","Slight skin irritation, temporary. Dulling of mental activity, feeling of no concern regarding important subjects. Eventually feeling the drug was inhibiting overall life progress.","20mg daily for 3 months, taken as one pill each evening
10mg daily subsequently for 6 months.", alleviation depression start removal anxiety skin irritation dulling activity feeling concern drug life progress pill
8,lunesta,Considerably Effective,Mild Side Effects,insomnia,Sleeping was possible.  It works well without making me sleepy the next day like Ambien did.  It also works quickly as long as you lie down right away.,"Bad taste in mouth in the morning was bothersome in the beginning but it goes away over time the longer you take the drug.  However, lineage did not work well at all if I ate anything near bed.  The directions say it does not work well with fatty foods.  But, it also did not work if I even took a fish oil supplement, which is a fatty acid.  Even the smallest amount of fat, like a pat of butter on a piece of toast renders it ineffective.  When that happens, I would cut another pill in half and would be able to sleep.  This is a time release drug and should not actually be cut in half!",Taken as needed for insomnia., sleeping sleepy day ambien taste mouth morning beginning time drug lineage work anything bed work work oil supplement acid amount fat pat butter piece toast cut pill half be sleep time drug be half insomnia
8,claripel-cream,Considerably Effective,Mild Side Effects,pigmentation,help with pigmentation on the face. acne scar visibly reduced but not all gone.,peeling dry skin and sensitive to the sun,I was giving 4% dose using once a day along with sunscreen used daily. Help with my acne scar but produce dry sensitive skin. I am no longer use it after reading reports of its harmful long turn side affect, help pigmentation face acne scar skin sun % day sunscreen help scar skin use side affect
8,baclofen,Considerably Effective,Mild Side Effects,insomnia,"Helped with sleep. Could reduce valium, trazadone without withdrawal symptoms",A little drooziness in AM,"Was looking for another drug without as much addiction potential for life long sleep disorder. Found this through a friend, there are posts on the internet about it, also used for addictions off label. My MD agreed to try it.", sleep reduce valium trazadone withdrawal drooziness drug addiction potential life disorder found friend internet label try
8,effexor-xr,Considerably Effective,Mild Side Effects,anxiety,"Reduced anxiety, less irritability, levelized moods.","Odd sensation in the head, somnolence, teeth grinding.","Started at 75 mg/day and increased over 3-4 months to 300 mg/day. Continued improvement and reduction of symptoms as dosage increased. Renewed period of side effects with each increase, lasting not more that 2-3 days. Also, odd, vivid dreams occur ocassionaly, but not enough to be a problem.", anxiety sensation head somnolence teeth grinding mg/day mg/day improvement reduction dosage period increase be problem
8,strattera,Considerably Effective,Mild Side Effects,adult add,"calming effect, helped with sleep, helped with concentration, reduced appetite, improved depressive symptoms","nausea at first, agitation at first, sleeplessness initially. it seemed to take away my sense of urgency for things a bit, which was good for alleviating anxiety but might have caused difficulties with timeliness at work and time management overall.","Long history of ADD symptoms eventually diagnosed at age 37. had to stop taking medicine because i left job and health insurance lapsed. this medicine was far more effective for me than adderal, which caused me to be very emotionally labile and sensitive, and caused dramatic blood sugar drops. i really wish i could go back on strattera, it really felt right for me.", effect sleep concentration nausea agitation sleeplessness take sense urgency bit anxiety have timeliness work time management history add age stop medicine job health insurance medicine be blood sugar wish go strattera right
8,wellbutrin,Considerably Effective,Mild Side Effects,depression,"relieved depressive symptoms; not as weepy or anxious, did NOT interfere with libido/sexual performance; slight decrease in appetite (pt liked wt loss)","increase in headaches, occasional nausea if taken on empty stomach",pt started on 150mg daily for 1 week then increased to 300mg once daily. Pt continues on the regimen today (has been for years 5+), weepy interfere performance decrease appetite loss increase nausea stomach pt week mg pt today
8,motrin,Moderately Effective,No Side Effects,sprained ankle,The Ibuprofen helped relieve pain and swelling from the sprained ankle. It lowered the amount of time it took to heal the ankle and also provided lasting relief from discomfort caused by swelling and pain. Swelling was substantially lowered after a week period and steps were taken to allow the ankle to regain flexibility due to subsiding of pain.,There were no treatment side effects except for occasional nausea or drowsiness. Drowsiness however helped the patient sleep faster and thus avoid discomfort of laying in bed with a sprained ankle. Overall it simply lowered the amount of time it took to heal the ankle and also provided lasting relief from discomfort caused by swelling and pain.,"Three two-hundred milligram tablets of Ibuprofen were taken for two weeks daily. The sprained-ankle caused substantial pain, discomfort and swelling. In order to begin the healing process and rehabilitation of the ankle's flexibility, Ibuprofen was taken. Ibuprofen allowed the lessening of swelling and also resulted in a subsiding of pain and thus a faster healing process. Side-effects were low and insignificant though there might be effects if taken in the long term.", ibuprofen relieve pain ankle amount time heal ankle relief discomfort pain week period allow ankle regain flexibility pain treatment side nausea drowsiness drowsiness sleep discomfort bed ankle amount time heal ankle relief discomfort pain ibuprofen sprained-ankle pain discomfort swelling order begin healing process rehabilitation ankle flexibility ibuprofen ibuprofen lessening subsiding pain process be term
8,flexeril,Highly Effective,Severe Side Effects,sever muscle spasms lower back,It greatly reduced the pain in the lower back and upper thigh muscles.It reduced the amount of spasms I was having in my lower back. I could not function as well if I did not take it.,"Increased heart rate. Headaches, feeling very out of it. affected my memory.I also had VERY bad nightmares. Upset my stomach after taking it for a month.",I was to take it at bedtime to help my sleep due to the pain and spasms in my lower back and upper thigh muscles. I could only take.5mg or it made me too sleepy during the day., pain back thigh muscles.it amount spasms back function take heart rate memory.i stomach month take bedtime help sleep pain spasms back thigh take.5mg day
8,diclofenac,Considerably Effective,No Side Effects,arthritis,I had side effects from taking Celebrex so doctor changed to this one. Marked difference in pain (relief) and ability to have better use of hands.,none,"i have degenerative osteoarthritis in both thumb joints. They become very inflamed after use and will at points just stop working (can't hold anything)
The use of the diclofenic greatly reduces the inflamation and allows me to use my hands for longer periods of time. I am undergoing plasma injection therapy at this time and its a requirement to stop taking all anti-inflamatories one week prior to treatment. Long week. Hands were much more inflamed and irritated without the use of diclofenac.", i celebrex one difference pain relief ability have use none osteoarthritis use stop working hold anything use diclofenic inflamation use time plasma injection therapy time requirement stop week treatment week use diclofenac
8,adderall-xr,Highly Effective,Moderate Side Effects,lack of attention for studying/school,"Was able to study 6 hours in a row, pay attention in class rather than daydream, made me want to be perfect and learn everything.","Loss of appetite, dry mouth, insomnia, OCD habits.
Last week, due to taking a class that was crammed into 2 weeks rather than 15 weeks, I took 9 adderall within a span of 5 days (mon-fri).  By Wednesday night, I had a lot of trouble breathing, I would take really deep quick breaths over and over.  This continued Thurs & Fri.  My heart beat was unstable by Thursday.  Thursday and Friday I had diarrhea all day, and by Friday night there was blood in my diarrhea.",20mg XR once a day, study row pay attention class daydream want be everything loss mouth insomnia ocd week class span night lot trouble take thurs fri. heart beat thursday thursday friday day night blood diarrhea mg xr day
8,oxazepam,Considerably Effective,Mild Side Effects,insomnia,"This drug helped me to be able to fall sleep during an extremely stressful period in my life when I simply could not fall asleep.  I had tried many herbal sleep remedies, homeopathics, melatonin supplements, acupuncture and so forth, but the Serax was the only thing that helped me.  Initially during treatment I would be able to sleep 4-6 hours which was a huge benefit to me as I was exhausted from insomnia and stress.","Sometimes I would feel a slight tension in my head the next morning, but this was better than total exhaustion from sleeplessness.  More recently I find that on the rare occasions that I use Serax, I wake up with a headache if I take a full capsule.  I find using a half a capsule seems to work fine without giving me a headache.","My doctor tried various antidepressant type sleep medications to help me to sleep but they did not help at all.  They left me feeling groggy and with a strange disconnected feeling.   We also tried Ambien but this only helped me get about 2 hours of sleep and then I'd wake up and feel strange.  The Serax worked for me to help me fall asleep when I couldn't sleep, and to stay asleep for 4-6 hours.  Also there were hardly any side effects except for the slight headache.  I had no trouble going off the medication during the times when I no longer needed it.  Sometimes I would taper from 1 capsule to 1/2 capsule per night, or one night on and one night off the medication, but most times I simply stopped using it when I no longer needed it.   I still use a half a capsule occasionally when I travel if I have trouble falling asleep.", drug be fall sleep period life fall sleep acupuncture serax thing treatment be sleep benefit insomnia stress feel tension head morning exhaustion sleeplessness headache take capsule find capsule work headache doctor type sleep help sleep help feeling ambien get sleep i wake feel serax help fall sleep stay side headache trouble medication taper capsule /2 capsule night night night medication capsule travel trouble asleep
8,ambien-cr,Highly Effective,Mild Side Effects,insomnia,"Fell asleep quickly, slept 7 hrs., woke up without hangover","Didn't work as well some of the time, woke up mid-way, some hangover effects","Ambien CR is a basically effective treatment for sleeplessness, although I have experienced incidents where contrary to the ads I have woken up midway through the night, I have had a groggy, hard to wake up feeling the next day lasting for several hours. There have also been reports of sleep eating, walking, awake but asleep incidents that I personally have not experienced, although it can affect you differently each  time you take it.", slept hrs hangover work time hangover cr treatment sleeplessness contrary night wake day awake affect time
8,differin,Considerably Effective,Moderate Side Effects,redness,"acne vulgalis , oily skin and post inflamation hyperpigmentation.I know retinoid cmake skin younger and anti aging if I use every.afer I used 6 weeks.My oily skin is decrease.my acne is better.scar and comedones are resolve.Skin more smooth.Hyperpigmentation is decrease.",When i topical about 6 weeks.my skin is drier.not oily.When I topical 12 weeks.my skin is some irritaion angle of the nose and mouth.some acne had occure.Pre auricular area is itching and redness.Some folliculitis at bread area.Dry skin in neck.when expose sun light.skin is darker before.,I apply to the acne areas and thin film at face.Once a day before retiring and after washing.By a quantity of gel on the fingertips sufficient to cover my face And then I apply my moisturizer.non astringent.On the morning I don't use adapalene. I apply my moisturizer and sun block  SPF 19 ( Olay white rediance lotion ) then cover by powder., acne post inflamation hyperpigmentation.i cmake skin anti use skin acne better.scar smooth.hyperpigmentation decrease skin weeks.my skin irritaion angle acne area folliculitis skin neck.when sun light.skin apply film face.once day quantity gel sufficient cover face apply moisturizer.non morning use adapalene apply moisturizer sun block spf rediance lotion cover powder
8,cymbalta,Considerably Effective,Mild Side Effects,anxiety and depression,"a feeling of caring but not really caring. I feel like i become emotionally involved to deeply and this drug has kept me on the ""surface"" for lack of a better term.","dry mouth and nausea for first 4 days. started taking at night only and didn't notice if it was making me tired, switched to day and seems to make me feel as if i need a nap but i am studying biology right now. might switch to nights again","30mg once a day for 2 weeks, then 60mg", feeling feel deeply drug surface lack term mouth nausea night notice day make feel need biology switch day mg
8,flexeril,Considerably Effective,Mild Side Effects,migaine/tension headches,"Well, I started on Flexeril about five days to a week ago. I felt a calm feeling and also it kind of helped my anxiety. It helped my headches a lot.",I did have one side effects that was annoying: restless legs. It made me a little drowsy.,"I have been taking different narcotic painkillers for years, and I just reached a point that there were too many side effects so I decided to talk to my doctor. He took me off the painkillers and tried a few muscle relaxers such as: Robaxin and Norflex-they did not work at all. I started on Motrin 800 and Flexeril, Flexeril is helping me a lot and I would definately recommend it to others", flexeril week feeling kind anxiety lot have side restless drowsy point side talk doctor muscle robaxin norflex-they work motrin flexeril lot recommend
8,dexedrine,Considerably Effective,Moderate Side Effects,adhd,"ability to concentrate and order thoughts, capacity to work effectively, organise home life, I was able to start tertiary study again and complete assignments and exams where I wasn't able to before due to concentration and motivation issues caused by my condition","clenching of jaw, loss of appetite at first, senses felt a bit strained at the end of the day, at times I felt a bit overwhelmed and heart would beat pretty fast - this was at least in part due to the medication,","ongoing treatment for ADHD, originally I was prescribed 40 mg per day but dropped it to 30 mg when I had a few instances of heart palpitations and panic attacks", ability concentrate order capacity work organise home life start study before concentration motivation condition clenching loss appetite bit end day bit heart beat part medication treatment adhd day mg heart panic
8,provigil,Considerably Effective,Mild Side Effects,central sleep apnea related fatigue,Provided increased alertness and perceived cognitive enhancement. Helped me maintain focus and motivation at work. I still drank coffee throughout the day but it was significantly less with Provigil. Prior to Provigil I was prescribed Adderall XR 20 mg. which really had a negative effect on my duty performance. I had TOO much energy and jitters and could not focus on anything for more than 5 minutes. The opposite of what it was prescribed for.,"I began having stomach troubles with this drug. I now take Prilosec and Pepcid to counter this. Worth it? Sometimes. Like other reviews here, I found that the positive effects did wear off by the end of the day and dosing again is not smart if you want to get any sleep at all. In addition, I notice increased heart rate at times and seems to exacerbate the frequency and strength of my PVCs.",I do like the increased alertness and cognitive enhancement but not sure how Provigil is effecting my heart in the long term., alertness enhancement maintain focus motivation work coffee day provigil provigil mg. effect duty performance energy focus anything opposite stomach drug prilosec pepcid counter wear end day dosing get sleep addition notice heart rate exacerbate frequency strength pvcs alertness enhancement provigil heart term
8,klaron,Considerably Effective,No Side Effects,acne,reduced acne,none,applied topically once daily, none
8,effexor-xr,Highly Effective,Severe Side Effects,depression/anxiety,Alleviated all my symptoms with in the first week,"Insomnia
Lack of libido and orgasm
Dry Mouth
Contipation
Minor agitation","I felt a difference within the first week. I am just so hopeful the side effects start to go away as this drug has saved my marriage and improved my families lives immensely. My main concern so far is the insomnia which was a problem straight away. I have just changed to taking my medication in the mornings, I will see how I go.", week lack libido orgasm mouth contipation agitation difference week side go drug marriage concern insomnia problem have medication see go
8,ultram,Moderately Effective,Mild Side Effects,fibromyalgia,"The Tramadol helped minimally at first.  I did stop working for the pain.  I've continued to take it because it helped dramatically for the fatigue, without any jitters.  I honestly could not get out of bed in the morning if it weren't for this drug.","At first, it took my body some time to adjust.  It revved up my system.","My doctor didn't know much about Fibromyalgia, so the only thing he prescribed was the Tramadol.", tramadol stop working pain i take fatigue get bed morning drug body time adjust system doctor know thing tramadol
8,valtrex,Considerably Effective,No Side Effects,chronic cold sores,The first time I took it the cold sore ended up just slightly smaller than they usually are. The second time it was about 1/2 the size. The third time it got red and itchy but it didn't actually blister. The forth time I didn't take the medication because it was only the size of a small pimple. I used to get them about every 4 to 6 weeks but the last one came about 4 months after the previous one.,No side effects at all.,You take 4 pills as soon as you can tell the cold sore is beginning and then 4 pills 12 hours later., time sore time size time blister time take medication size pimple get one side tell sore
8,proscar,Highly Effective,No Side Effects,hair loss,"Hair came back from a thinning status and a visible scalp through the hair to a much thicker condition with little visible scalp through the hair..
confidence back. i no longer look older than i feel and think my overall esteem has been improved","he most frequently reported adverse reactions were related to sexual function. 3.7% (57 patients) treated with PROSCAR and 2.1% (32 patients) treated with placebo discontinued therapy as a result of adverse reactions related to sexual function, which are the most frequently reported adverse reactions.

i had ever so mild kidney pain but only when not drinking enough water.
so it is hard to say what where really side effects.","The cost of the Proscar tablets was around $100 dollars Australian and came in 5mg tablet sizes that each needed to be cut into quarters for the daily dosage of around 1mg.

took the tablets every morning around 8am once a day.", hair status scalp hair thicker condition scalp hair.. confidence look feel think esteem function % proscar % placebo therapy result function kidney pain water say cost proscar tablet be dosage mg. morning day
8,neurontin,Considerably Effective,Mild Side Effects,nerve pain - great skin sensitivity,"The benefits are that being on Neurontin with the Lidoderm Patch 5%, it has helped to give me a much better quality of life.  My pain is significantly reduced because of these two medications, though not completely gone.  The side effects, to my knowledge, have been minimal, especially compared to what it could be without these medications.  Could a different medication work better?  Maybe.","It's hard to say what the side effects might be.  I sometimes have trouble thinking or speaking my thoughts concisely, moodiness, somewhat depressed, shortness of breath at times, dizziness, occasional vision problems, some numbness or odd sensations in legs or arms etc.  However, I can't say for sure if any of these side effects/symptoms are from taking Neurontin, the lidoderm patch or for some other reason (stresses...).","Ten years ago I had spinal chord surgery to remove a tumor.  Fortunately it was benign.  The down side is that it pressed on the nerves so much that it permanently damaged them.  The greatest nerve pain I have is from the center of my chest all the way around on the right side (breast area) to the center of my back on the right.  The skin in that area is so sensitive that any clothing even slightly rubbing on it can cause great pain.  I have been very happy with Neurotin for the most part.  I know it is working because if I am late taking my next dose (every eight hours) the pain starts to increases.  The Neurotin alone does not work well.  In addition, I have to wear a Lidoderm patch.  This has made a huge difference.  Now, after nine years I'm beginning to feel my medication isn't working as well as it used to and am planning to review these changes with my doctor.", neurontin patch % give quality life pain side knowledge be medication work say side be trouble thinking shortness breath vision numbness etc say side patch reason chord surgery remove tumor side nerve pain center way side area center back right skin area clothing cause pain neurotin part know dose pain alone work addition wear patch difference feel medication review doctor
8,botox,Highly Effective,Mild Side Effects,"wrinkles, furrows",The furrows (lines above my eyes) on forehead disappered. They started reappearng after about three months. I looked younger. I also didnt look look like i was frowning all of the time.,"The initital injection was very painful. I had a very bad headache for about two days after the treatment. Also after about a year of the treatments i started noticing lines on the sides of my forehead, which my doctor said was unrelated to the botox, but i know someone else who got them as well.","The treatment consisted of injected 2 syringes, one on each side of the furrows lines on my forehead. The doctor said I could also have them injected on the sides of the eyes but i opted not to. Probably because of the pain.", forehead reappearng time injection headache treatment year forehead doctor botox someone treatment side forehead doctor have pain
8,aciphex,Considerably Effective,Moderate Side Effects,gerd,My heartburn greatly reduced and I could sleep at night so the GERD was successfully addressed.,Very frequent and bad dysentery. Stomach Cramps were also an issue and if those side effects could be eliminated this would then be the perfect GERD relief drug.,1 pill twice a day with meals with lots of liquids., heartburn sleep night gerd dysentery stomach issue be be relief drug pill day
8,seasonale,Highly Effective,Mild Side Effects,birth control,The benefits of Seasonale is that you only have your period once every three months.,"In my situation, I continually have spot bleeding towards the end of every 30 day cycle which should not occur.  My doctor advised that this would lessen the longer I stay on this medication however, it only improved slighty and I never can make it through the entire 90 days, my period always starts a few days before I've finished the last few pills.","You take one pill every day for 90 days, wait 7 days, and then begin the cycle again.", seasonale have period situation bleeding end day cycle occur doctor lessen stay medication make period pill day begin cycle
8,risperdal,Considerably Effective,Moderate Side Effects,anxiety,"In the case of a panic attack, this would soothe the anxiety and calm me down-a numbing sensation--a highly effective anti-psychotic in several situations--kept a low-level feeling of calmness and barrier to anxiety/stress","Unfortunately, weight gain was a marked side effect, and led me to take a lower dose--also in high doses, I almost felt like a zombie--totally numb and emotionless--a disturbing concept.","Prescribed by my psychiatrist to use in various doses over several years of use to use for anxiety and panic, and in conjunction with Klonopin as an effective measure to reduce a mixed/manic episode of bipolar disorder in an acute situation, and also at a low-level dose every day to reduce the chance of episodes from occuring. Good tool in anger management as well.", case attack soothe anxiety calm sensation feeling calmness barrier anxiety/stress gain effect take dose zombie emotionless concept psychiatrist use use use anxiety panic conjunction klonopin measure reduce episode disorder situation day reduce chance tool management
8,restoril,Moderately Effective,No Side Effects,insomnia,I need to take this medication a few nights in a row which seems to get my sleep cycle back in sync.  After a few nights of sound sleep I can fall asleep quickly without the need for medication.  My mind is able to stop its endless racing/,I have noticed that if I do not give myself at least eight hours of sleep time this medicaiton will cause me to be very groggy in the morning.  I will have a difficult time awakening and getting myself moving.  Others tell me I look like a zombie!  So I know it's important to take the Rx w/in 15 minutes of lying awake in bed & not let too much time go by before I lose the 8 hours of sleeptime.,"I have found the best way to take this medication (once I've had a few nights of my mind racing & not being able to fall asleep) is to take 30 mg. a half hour before bedtime which causes a drowsy feeling even before falling into bed.  A few ights of this procedure & my sleep cycle seems to get back on track & then I don't need the medication, until  another cycle of sleeplessness creeps into my life!", take medication row get cycle sync sleep fall need medication mind stop endless racing/ do give time medicaiton cause be morning have time zombie know take rx w/in awake bed let time go lose sleeptime have way take medication mind fall asleep take hour bedtime drowsy bed procedure cycle get track need medication cycle life
8,prozac,Considerably Effective,Mild Side Effects,anxiety,"helped my anxiety, and overall mood.  I feel like I am less anxious and more calm.  I feel that my moods are more even.  I don't know what the long term effects are of taking this medication, though, and worry that I may get a stomach ulcer since I take over the counter pain relievers.","none really, but I have noticed an increase in tiredness","I take one capsule in the morning, as prescribed by the doctor.", anxiety mood feel feel know term medication get stomach ulcer take counter pain none increase capsule morning doctor
8,symbyax,Considerably Effective,No Side Effects,bipolar disorder,"The benefits were great. I really liked Symbyax because it didn't give me side effects like the other medication I used to take did. I would wake up in the day feeling refreshed. As I was taking Seroquil for my Schitzophrenia, I would always wake up feeling exhausted and tired;still, even though I would take the medicine during the nights! I used to be stressed and aggravated all the time before Symbyax and Seroquil. Now that I'm on Symbyax, I'm emotionally numb and the voices in my head vanished. So I had a good nights sleep and didn't wake up as tired as Seroquil used to make me. :]","I didn't really have many side effects besides the medicine making me want to go to sleep. But I'm not complaining, since it does help the voices and the shadows go away for a while. Besides that, my psychiatrist wanted me to take advantage of the other side effect, and that side effect is that Symbyax might make you gain a little weight. So I wouldn't suggest it to people who want to lose weight. I still didn't seen any change in the weight gain and it was about a month when I started taking the lowest dose of Symbyax. Now that that month is over, I just started taking a higher dosage and I have noticed an increase in my appetite. I recommend this drug for the depressed ones who are a little underweight and the Schitzophrenics.","As I was being diagnosed for my Bipolar disorder, I would say the medication did more for me than my therapist. The drug, Symbyax, made me more calm than I have ever been. It took about a week for the medicine to kick in and when it did, it really did work its magic even though Seroquil was pretty good at knocking me out to sleep, it didn't help me with my anxiety and depression like Symbyax has.", symbyax give medication take wake day seroquil schitzophrenia wake take medicine be time symbyax seroquil i symbyax i head sleep wake seroquil make ] have side medicine want go sleep i help while psychiatrist take advantage side effect effect symbyax make gain weight suggest lose weight change weight gain month dose symbyax month dosage increase appetite recommend drug disorder say medication therapist drug symbyax week medicine kick work seroquil sleep help anxiety depression symbyax
8,naproxen,Considerably Effective,Mild Side Effects,nerve damage/ acdf surgery,"Benefits of Naproxen helped with inflammation in the neck. Having a herniated disc the size of a plum impinged on a nerve for about a year and a half caused permanent nerve and muscle damage in the right arm. After surgery there was immediate relief however, because of the damage there are still issues with pain and inflammation. There are also still 2 bulging discs in the same area as the 2 herniated discs that were removed and replaced (i.e.) ACDF surgery.",At times there were stomach irritations as a result of Naproxen. It caused acid reflux to be moderate to severe at times. Taking with food helped and at other times it was necessary to take a medicine for the upset.,Treatment for inflammation in the cervical spine after ACDF surgery was necessary to remove 2 discs that were herniated and had a nerve severely impinged. As a result of nerve impingement there is permanent nerve damage and muscle damage. Almost 2 years after surgery still see doctor monthly for inflammation and pain. There are also 2 bulging discs that at this point and time have yet to cause any further surgery or pain., naproxen inflammation neck size plum nerve year half nerve muscle damage arm surgery relief damage pain inflammation discs area discs acdf surgery result naproxen reflux be severe food take medicine upset treatment inflammation spine acdf surgery remove discs result nerve impingement nerve damage muscle damage surgery see doctor inflammation pain discs point time cause surgery pain
8,concerta,Considerably Effective,Mild Side Effects,adhd,"I did not have any other conditions.  Just an inability to focus, hyperactivity, and impulsive behavior.  I had a hard time staying organized and difficulty completing tasks.  I also had difficulty staying with one job for too long.  I had a hard time sustaining reading without getting really tired, and I also had a hard time controlling my emotional outbursts.  The  Concerta really helped me control all of those things.","Some of the side affects that I had were:  my stomach would hurt sometimes and other times it was difficult to eat without getting queezy.  I didn't have much of an appetite.  When the medicine wore off, it seemed to have a strong rebound effect and things became difficult for me during that last several hours of my day. I liked taking the medication, I just wish it would have lasted longer during the day.  By 3p-5pm it had wore off and that seemed to by my busiest time of day with the kids, dinner and house stuff all at once.",The treatment details were pretty basic.  I just took the medication in the morning at the same time of day every day.  I was allowed to skip it on the weekends or less busy times if I so desired.  I really don't have anything else to put for this section of the survey.  I'm trying to fill up the 50 word requirement though.  You shouldn't really have that requirement on this form.  It seems kind of silly to be writing with nothing left to say., i have inability focus hyperactivity behavior time difficulty difficulty job time time concerta control side stomach hurt eat queezy have appetite medicine have rebound effect day medication wish have day time day dinner house stuff treatment medication morning time day day skip have anything put section survey i fill word requirement have requirement form kind be nothing left say
8,adderall,Highly Effective,Moderate Side Effects,add,I find Adderall compared to other ADD meds to work most efficiently to help me focus and give me drive and motivation to stay on task without the jitters found in some ADD meds. Helps control anxiety,"lower immunity, some insomnia","Couldn't focus ,stay on task, due to this  caused lack of motivation. Tried Ritalin, and others . They did not work. Went on 1 yr ago. Maintaining same daily dosage.", work help focus give motivation stay task control anxiety immunity insomnia focus stay task lack motivation ritalin work yr dosage
8,paxil-cr,Highly Effective,Mild Side Effects,anxiety/ibs,"Significantly and quickly reduced anxiety (within 2 weeks). In turn, digestive problems (IBS) related to anxiety were significantly improved. Greatly improved my quality of life.","As long as treatment was taken consistently, side effects were minimal. This medication does not seem to mix well with alcohol - memory loss and increased intoxication were experienced when alcohol was consumed. If a dosage was missed, side effects included unpleasant sensory experiences (like electrical sparks, ""zapping""), dizziness, and disorientation. A strong cautionary statement: withdrawal from this medication may be extremely unpleasant. The overall experience I had with this drug was diminished only by the harsh symptoms associated with discontinuing the drug. The effects included heightened irritability, and strong sensory effects described previously. The drug dosage should be tapered; I quit taking the drug ""cold turkey"" and in retrospect it was a poor choice. I estimate that it took a couple months to stop experiencing the withdrawal symptoms.",A single 10 mg dose was taken daily. I logged my progress by journaling my emotional and physical state at various points in the treatment., anxiety turn anxiety quality life treatment medication seem mix alcohol memory loss intoxication alcohol dosage dizziness disorientation statement withdrawal medication be experience drug harsh drug irritability drug dosage be quit drug turkey retrospect choice estimate stop withdrawal mg dose progress state treatment
8,sarafem,Considerably Effective,Mild Side Effects,obsessive compulsive disorder,"Significant reduction in perseveration; increased flexibility; reduction in obsessions such as the weather leading to ability to cope better with daily events, unexpected changes, disappointments etc.and increased ability to interact more appropriately socially","Some initial impact to sleep patterns, some weight gain","Initial dosage of 20 mgs, increased gradually to 60 mgs and maintained at that level have helped significantly with obsessions and impact of adolescence.", reduction perseveration flexibility reduction weather ability cope ability interact impact sleep weight dosage mgs mgs level impact adolescence
8,zoloft,Considerably Effective,Mild Side Effects,depression,The depression was treated effectively. I felt more normal shortly after starting treatment.,"I apparently didn't have any side effects, at least not any listed on the drug information. However, after a period of a couple months, I became completely turned off by sex. After a longer period, I got freaked out by the idea, not good for a married woman. Still I didn't associate it with Zoloft. I spoke with a friend who had taken Zoloft as well, and she stated that she was 'running' from her husband regarding sex and changed meds. I also requested a change to another anti-depressant and no longer have a libido problem.","I was suffering from clinical depression that manifested itself as overall crankiness, irritability and sore, aching muscles in my shoulders and neck. My doctor prescribed muscle relaxers and x-rayed my neck. No problems. I went to a psychiatrist who diagnosed depression. I was given Zoloft and the irritability and muscle aches went away very quickly.", depression treatment have side drug information period sex period idea woman associate spoke friend husband sex change problem depression crankiness irritability sore neck doctor muscle neck psychiatrist depression irritability muscle
